Movie Name,Storyline
The Secrets We Keep,"Podcaster Marcus faces chilling consequences as the line blurs between investigator and prey. In this thriller, silence is the loudest scream, pushing Marcus to confront the dark abyss or risk losing all."
The Rhythm,"The inspirational story of, a young black hockey player-turned-felon is sentenced to community service at a local hockey rink, where he leads his misfit hockey team to victory in a seemingly bigoted sport/league."
Samia,Follows an assertive young woman as she fights to become an Olympic athlete.
Youth (Hard Times),"Wang Bing's sequel documentary chronicles the struggles of migrant workers at clothing workshops, capturing their daily struggles to survive on low wages and exploring the possibility of collective empowerment as China's economy booms."
River Returns,"Yucha from a village threatened by typhoons in 1958 ventures into the mountains, confronting the grieving spirit Oyo, whose sorrow has caused catastrophic floods for centuries, returning a sacred water-filled bowl to Oyo's drowning spot."
ED: Extra Decent,"In a Malayali household shrouded in secrets, an amnesiac son uncovers his dark history, unveiling a twisted tale of revenge and redemption within his morally ambiguous family."
Fighting Spirit: A Combat Chaplain's Journey,"Remains of POW chaplain Emil Kapaun identified after 70 years. Another chaplain embarks on journey to greet them, inspired by 419 chaplains' sacrifices. The convergence of their paths from different eras leads to a healing moment."
Fit for Murder,"Based on actual events, The lives of fitness celebrities Craig Titus and Kelly Ryan took a dark turn when they hired a young female assistant."
I Not Stupid 3,"Zi Hao accused of cheating by Jayden. Zi Hao's mom Wen Ting falsely accused by Jayden's mom Sophia. Mothers realize impact on sons, unite to prioritize well-being over grades. Reconciliation between families."
God with Three Eyes,A disgraced deity must regain his mystical powers on Earth to defeat a rebellious dragon and earn his place back in the celestial realm.
The Phantom Warrior,"The origin story of masked vigilante and immortal soul, Nemesis Knight."
Mary Anning & the Dinosaur Hunters,Mary Anning - preeminent pioneering 19th-century Jurassic fossil hunter strives for recognition and equality in a patriarchal society. To this day she remains widely unknown despite highly influencing Darwin's theory of evolution.
Dreambreaker: A Pickleball Story,"Pickleball, America's fastest-growing sport, boasts a roster of 37 million players nationwide, creating a multi-million-dollar craze that has celebrity investors and Wall Street jumping over the net."
Astrósfera,"In a world of free-flying souls, three young adults navigate between reality and the astral plane. Moving souls across timelines is forbidden, and breaking this law brings serious consequences."
Anjaam Vedham,Anjaam Vedhamseeks to explore the hitherto unbroached uponsensitive Islamic custom of 'Khula' or 'Fasah'through the lives of a young muslim couple living inta picturesque village in Idukki Kerala.
State of Silence,"Committed journalists in Mexico battle against narco-politics and systemic corruption, facing grave dangers and potential silencing for their vital work."
Her Seyin Basi Merkür,"It tells the laughter-filled journey of a young girl named Elif, who wanted to be a war correspondent and found herself writing horoscopes in the astrology department."
Bahodir Yalangto'sh,"In the heart of the 17th-century Uzbek Bukhara Khanate, a time of ruthless power struggles and looming external threats, Bahodir Yalangto'sh rises not as a man of royal blood, but as a fearless warrior and shrewd tactician. Born into a humble Uzbek family, his extraordinary skill in battle and unwavering loyalty to the state catch the eye of the aging Imamquli Khan. As the Khanate faces a new, formidable enemy-the relentless Safavids under Shah Abbas II - Imamquli Khan appoints Bahodir as the new governor of Samarkand, a city teetering on the brink of chaos and rebellion. Bahodir's mission is twofold: to fortify the city against the impending invasion and to quell the internal strife caused by treacherous nobles who seek to usurp power. Navigating a web of political intrigue and betrayal, Bahodir must earn the trust of the skeptical Samarkand elites while unifying the disparate tribes under a single banner. He faces not only the overwhelming might of the Persian army but also a personal challenge when he uncovers a deep-seated conspiracy involving a close friend and a forbidden love interest. The film culminates in a breathtaking, epic siege of Samarkand, where Bahodir's strategic genius is put to the ultimate test. In a battle where every decision could mean the difference between freedom and subjugation, he must prove that true leadership is not inherited but forged in the fire of courage and sacrifice. ""Bahodir Yalangto'sh"" is a gripping tale of a common man who, through his valor and intellect, becomes a legendary Uzbek hero and saves his people from the brink of extinction."
Dangerous Seduction,"Follows a reporter, whose life changes after a business trip in Florida. His old college love is also in town reporting on the current biggest sports story."
Håkan Bråkan 2,"Håkan Bråkan wants a pet, but he has to show that he really is responsible enough. First - a week at a scout Jamboree without causing chaos? But there are thieves and he finds a treasure map to dangerous caves. Can he go for the adventure?"
Woman with the Red Lipstick,"Looking to spice things up, Lucy and her boyfriend assume fake names and roleplay meeting for the first time in a bar. A few days later Lucy sees a news report about a missing persons case where the victim has the same name she just used."
Peas and Carrots,"A teen whose parents were 90s musicians convinces them to form a new band, leading to mysterious nighttime journeys where she encounters a surreal world with a peculiar repeating phrase."
Ripper Revealed,"When Edward Taylor, a seasoned journalist, interviews a famous ripperologist he uncovers more than just Jack the ripper's identity."
Fear and Love: The Story of the Exorcist,"An intimate reflection on the making of and cultural phenomenon of one of the most popular and profitable horror films ever made, The Exorcist."
Nothing Even Matters,"Paroled after five years for a victimless crime, Travis is taken in by Benny, and her mother; their generosity turns into a life of crime and murder."
Regarding Us,"Fired from her teaching job at a Catholic school, a transgender woman contemplates suicide until she meets a young girl with two fathers, and they have a profound impact on each other's lives."
Jolly O Gymkhana,"A Tenkasi-based family finds a dead person, and is forced to go on a journey that makes them reach Kodaikanal."
Séance Games: Metaxu,"Social media stars unite to play METAXU, an online séance game, only to find they have unwittingly unleashed the Gates of Hell."
Sheltered,"Darren Culling may be losing his mind. After years of being manipulated by what he is seeing, hearing and reading in the media, Darren has decided to leave society and live off the grid. He seems to have lost all hope, despite the ember of Faith that still burns inside him and continues to nag at him. While in his remote, secluded cabin in the middle of nowhere, Darren encounters an unconscious woman in the woods."
La Familia,A father spends all the family's savings on a multi-level company - with unexpected consequences.
South Side Hero,"After serving a prison sentence, a father searches for his missing daughter who was entangled with a gang that planned to sell her, leading him to confront his old friend, the gang's leader, and take violent actions to rescue her."
Veeranjaneyulu Vihara Yatra,A dysfunctional family sets off on a road trip to immerse the grandfather's ashes in Goa and drama ensues.
Inheritance to Love,An ex-couple are both set to inherit a lot of money if they can spend the week together in a remote cabin getaway.
Emanet,"""Trust"" is the story of auto mechanic Orhan, whose past is full of secrets, and his family, which found each other again, at the expense of protecting a ""trust"" that did not belong to them."
Peter Brook's the Mahabharata (8K),"The Mahabharata unfolds in an ancient time in India, then known as Bharatavarsha. Two groups of cousins from the same royal family, the Pandavas and the Kauravas, vie for control of the Kingdom. Although descended from two brothers who live in peace, Dhritarashtra and Pandu, the cousins' rivalry leads to death and destruction and jeopardizes the very fabric of the universe. Born blind, Dhritarashtra, the elder brother, sits on the throne. His sons, the Kauravas, led by the ambitious and envious Duryodhana, seek to maintain their hold on power. In contrast, Pandu's sons, the Pandavas, led by the righteous Yudhishthira, seek to claim what they believe is rightfully theirs, and nothing more. The conflict between the two families intensifies over time, fuelled by jealousy, greed, and betrayal. The story weaves through a rich tapestry of events, including an infamous game of dice in which Yudhishthira loses his kingdom and freedom. The Pandavas find themselves in exile until their eventual return to fight and reclaim what is rightfully theirs. After years of tension and conflict, the only possible resolution is a battle of epic proportions, in which warriors of unparalleled strength destroy each other in a clash over the fate of the kingdom. Led by the noble Arjuna and guided by the divine Krishna, the Pandavas face off against their cousins, teachers, and friends on the battlefield. The war is not merely a clash of armies but a moral and philosophical struggle, testing in each person the principles of righteousness and duty. In the end, the Pandavas emerge victorious, but victory comes at a heavy price. The war leaves behind a trail of destruction and loss, leaving them and us to question the very nature of victory and the true cost of power."
Un mundo para mí,"A couple faces a heart-wrenching decision when their newborn has both male and female features: he pushes for surgery to assign a sex, while she, moved by intersex stories, questions this protocol and her own ideas about gender."
Devil Is a Liar,"In Lagos, successful businesswoman Adaora falls for seemingly perfect Jaiye. As their romance progresses, his controlling and manipulative behavior emerges, undermining her confidence."
Songs from the Hole,"At 15, he took a life. Three days later, his brother's life was taken. An incarcerated musician struggles for healing and peace as he comes of age in this documentary visual album composed behind bars."
Klaus & Barroso,"A bartender-combiner urgently needs to pay off a debt. He persuades his brother, a fiery bouncer, to arrange a bachelor party together, without the knowledge of the owners of the club where he works."
Star Abyss,"Humans travel through star gates. A spaceship gets trapped in the Star Abyss. Only 4 of 15 passengers can use hibernation pods. In panic, someone releases an alien monster to kill others for survival."
Bogart: Life Comes in Flashes,"Explores the iconic actor's journey to stardom through his relationships with his mother and four wives, including Lauren Bacall, using rare footage and his own narration to offer an intimate portrait of a deserving star."
The Assistant 2,"When a young woman infiltrates a family who may help her learn more about her estranged twin sister, she transforms from a nanny to a monster."
C.D: Criminal or Devil,"Sidhu meets a girl named Raksha in an unexpected situation. Strangely, Raksha sometimes behaves like a devil and sometimes like a criminal. Is Raksha criminal or devil?"
One Night in Tokyo,Betrayal spawns an unexpected night through the streets of Tokyo for two strangers left questioning the meaning of life and love.
Bharathanatyam,The struggle of a young man to maintain a family secret amidst some testing situations and poky neighbourhood that leads to funny situations and later to family bonding.
El Hareefa 2: El Remontada,"Majed, along with his friends and teammates, continues to face more challenges and exciting adventures by playing football, while their personal lives are also witnessing more developments and various changes"
Queen Rock Montreal,"The iconic rock band Queen performs their best hits like ""We Will Rock You, "" ""Somebody To Love, "" and ""Bohemian Rhapsody"" in an unforgettable live concert."
Seni Memahami Kekasih,"Agus, who is described as an intelligent, agile and tough man, whose behavior is effective in winning the heart of his partner, Kalis. The love story of Agus and Kalis during their courtship will be full of twists and turns."
Could Have Waited for August,"Xavier, a village boy, falls for Laura, neighbor's granddaughter who visits her grandfather annually. Despite flirting at summer dances, Xavier believes he has no chance with her."
Living with Leopards,A nature documentary that follows two leopard cubs as they make the journey from infancy into adulthood.
This Is the Goat!,"France, 1640. Lawyer Maitre Pompignac has never won a case: all his clients are dead, either drawn and quartered, impaled or scalded... One day, a young woman comes to him and asks him to defend an innocent girl: 11-year-old Roxane, wrongly accused of killing a Marshal of France. Pompignac accepts, without realising that Roxane is in fact not an 11-year-old child, but a goat."
Slashercise,Slashercise (TM) is not just a workout; it's a horror-fueled journey that invites fitness enthusiasts and horror fans alike to push their limits while embracing the thrill of the unknown.
Walk the Line,"Ongoing anti-gang operation captures elusive gangster kingpin. Police force faces threats from money laundering syndicates. Old cases resurface, involving businessmen and officials. Risky investigation endangers cops' lives."
Oru Anveshanathinte Thudakkam,"In Kerala, an investigating journalist disappears without notice. Media and public stunned. Investigation uncovers shocking, unexpected mysteries. Suspenseful plot follows the case's twists and revelations."
Pa Tako Lep Dan Je Bil,"Every summer, four best friends spend a few days in the mountains in a remote place in Slovenia. But their friendship was shattered years ago by an event at a party. When they want to face each other and start anew, they get involved with a strange family and the situation soon spirals out of control."
Billie Eilish: Unfiltered,"Billie Eilish's unconventional style and unique sound have made her a cultural icon, with her music reaching millions worldwide and filling stadiums, establishing her as a top artist."
Dismantling an Elephant,"Marga (Emma Suárez), a successful architect, returns home after spending two months in a rehabilitation center due to an addiction problem which her family has lived with in silence for years. After her arrival, Marga tries to resume her previous life while her youngest daughter Blanca (Natalia de Molina), and sees how the attention she pays her mother affects both her relationships and her dream of being a professional dancer. A year later, ""the elephant"" remains in the room as huge as ever. At least now, everyone can see it."
The Realtor,A struggling real estate agent discovers the secrets to success in his sales career by moonlighting as a professional wrestler.
Shontaan,"What happens when a devoted father is rejected by the son he raised? As he seeks justice in court, will the family heal, or will the divide grow deeper?"
Sihinayaki Adare,"The complicated love story of a man and a woman, whose pasts make it harder for them to love one another."
Rude to Love,"Momoko, an elegant housewife, meticulously maintains her home and attends to her husband, but her devoted care masks an emotional rift between them that blurs the line between love and obsession."
Echoes in the Dark,"Haunted by gambling debts, photographer Paolo Rinaldi stumbles upon a chilling detail hidden in a photo of an abandoned factory. Chasing the promise of easy money, he is pulled into a surreal and terrifying descent"
Lost Angels,"A chilling supernatural thriller that follows a young artist (Agnes Born) who, amidst the echoing cries of a baby, finds her apartment consumed by an eerie and malevolent presence."
What Happened to Suzy,With the help of a documentary film crew a young locksmith investigates his sister's disappearance only to discover the terrifying truth.
Flew'D Out,"Tiara is an up and coming social media influencer who just went viral after posting a video of a fallout between her and a man she was dating. In an attempt to keep up her social media momentum, Tiara accepts an invitation to be flown out to meet a man named Josiah. Tiara plans on making him her next viral victim but the meek Josiah has much more sinister plans for the certified city girl."
8x8,A young couple Sarp and Eda rent an Airbnb house in a distant shore of Istanbul before a long break. They find Can lying on the ground in blood and help him to recover which will change their vacation for good.
Sunday Special,"On a quiet Sunday that also happens to be Gandhi Jayanti, when meat sale is prohibited nationwide, an 11-year-old girl goes on a quirky adventure in pursuit of a forbidden chicken curry."
Harley Flanagan: Wired for Chaos,"From a tumultuous Bronx upbringing, the movie chronicles Harley Flanagan's rise to punk stardom at 13, featuring raw NYC footage and interviews with icons like Flea and Ice-T, depicting his transformative journey."
Hell Jumper,Chris Parry and friends headed to Ukraine in a white van and hooked up with a rag-tag bunch of civilian 'evacuators' to help people escape their homes. But the group's missions grew riskier and riskier.
The Mick and the Trick,An Irish hit man working for a Cuban crime boss and the IRA tries to leave his life of crime with the help of a savvy hooker.
Aiden,"In a desperate bid for survival, Aiden flees the suffocating grip of domestic violence and seeks refuge in a remote cabin, where unconventional therapy sessions force him to confront his past, which opens an intriguing twist."
Kaizen,"Captures the life-changing journey of 21-year-old non-athletic YouTuber, Inoxtag, sets out to climb Mount Everest within one year."
Vasco Da Gama,Future Only 100% Bad souls existed in earth
Birds Flying East,"A garage attendant receives a proposal from a user, a birdwatcher enthusiast, to drive him in pursuit of a crane that has lost its way. They will cross half of Europe turning the search into a flight and the flight into learning."
Red Poppies,"Monte Cassino film follows Jedrek, a Russian ex-gulag orphan joining Allied II Corps. His meeting Pola, a nurse, transforms him as they experience the Battle of Monte Cassino, crucial for the Italian campaign and Jedrek's destiny."
Intercambiadas,"Young Sebastian wishes his nanny was his mom, and his wish is granted when they accidentally switch bodies, leading to hilarious misadventures."
Psychopomp,"Amid a super virus that ravages humanity, a microbiologist leads his peers through a rogue planned exposure to test potential treatments. But as he becomes increasingly isolated, the line between what's real and what's not begins to blur."
Identity,The main character recovers consciousness after a terrifying accident and discovers that it is 2035. The last thing he can recall is his work for a corporation that created robotized systems.
The Silence of Marcos Tremmer,"Marcos Tremmer is a successful publicist who lives in Madrid, madly in love with his wife, Lucía. One day, Marcos discovers that a deadly illness will end his life in a few months."
The Daughter,"At the start of the Russian-Ukrainian war, deaf 17-y.o. Olga stays with her father's new family in Bucha. When Russian troops take over their home, Olga and her family are threatened."
Chasing Raine,"Elite soldier parents battle against time to rescue their abducted daughter from a ruthless child trafficking syndicate, delving into a perilous world of danger and deceit while confronting past traumas."
Hunting Season 2,"Eva, facing job loss and personal challenges, sees a job opportunity in organizing Bella's bachelorette party. The weekend goes awry, but Eva must navigate career, love, and friendship amid chaos."
Christmas in Lagos,"During festive Detty December, four friends navigate love, heartbreak, and cultural expectations. Fiyin's feelings complicated by Elo's fiancée. Gbemi juggles boyfriend and ex. Ivie caught off guard by vacation fling with Ajani."
Chabuca,"Biopic that immerses us in the life of Peruvian host Ernesto Pimentel. A man who defied social conventions to become an icon of Peruvian television with his character of ""La Chola Chabuca""."
Invasión,"Aliens have invaded Earth, and as a result, two prisoners from opposing sides are locked in a cell, three Spanish soldiers seek refuge in a factory, and a married couple of scientists is left alone with an imprisoned extraterrestrial."
My Sassy Girl,"Film about Junjee and Sheena, challenging traditional gender roles in Asian societies."
Lyubvi ne byvaet?,"A jaded woman torments her ladies-man neighbor with elaborate schemes, but their heated battle of wills transforms into something else entirely."
Woodbridge,"Four teenagers sneak out of their houses one night and walk across town to confront the school bully, who happens to be looking for them as well."
Hejjaru,"Rajaram, born in 1965, loses something that was the most precious of his life in his adolescence. While searching for those who robbed him Rajaram encounters Bhagat, born in 1995, whose life incident is almost like his.starts to follow him"
Gangs of Godavari,A morally-corrupt man seeks to rise within the gritty world of politics and power - but his ambition could ultimately cost him his life.
3. Gun,"Elya, who is a gastronomy graduate from Izmir, wants to pursue an academic career and find her soulmate. She meets Semih through social media and finds herself in the middle of an interesting situation."
Osomoy,"Urbi is caught between her middle-class background and her wealthy university friends. As she chases her dreams in this privileged world, she falls into life-altering chaos, paying dearly for her ambitions."
Father's Haunted House,"Dodit, Mother, Mbak Lis and Mas Dewo had to work together to face terrible misfortune that night at Father's official residence. What happened to haunt them that night?"
Transamazonia,Rebecca is a girl healer whose fame attracts flocks to her father Lawrence Byrne's mission deep in the Amazon jungle. Rebecca and Byrne are dragged into an escalating conflict.
A Love Letter from Yesterday,"A divorced woman searches for a childhood time capsule she buried with her first love. When she hires a new café employee with her same surname, she discovers an unexpected connection to her past."
Deviant,"Javier skips Christmas eve family dinner for a date made on a kinky dating app. Instead of a romp with a nubile young woman, he is held captive by a depraved middle aged man and his mean-spirited cookie craving mother."
Waiting For The Drop: Rise of the Superstar DJs,"After Paul Oakenfold and Tiësto lift DJs to rock star icons, a new generation wrestles with excesses that threaten to upend a musical movement. Festivals replace raves, EDM ""drops"" take over, a company goes bankrupt and DJs ""press play."""
King's Gambit,"The inside story of the strongest ever chess open tournament. With unrivaled access to players and performance psychologists, ""King's Gambit"" reveals the tension and what really happens at top professional chess tournaments."
Choke,"A 911 dispatcher, Leanne, receives a call from beyond the grave that leads her on a journey to find the source of an evil that stalks the small town of Oaktown."
"Boku ga Ikiteru, Futatsu no Sekai","Explores Dai's life as a CODA, navigating between the hearing and deaf worlds. It delves into his complex experiences, bridging communication barriers."
Keanu Reeves: The One and Only,"The story of Keanu Reeves, from a turbulent upbringing to becoming not only one of the most beloved actors in the world, but also one of the most beloved people."
All Stirred Up!,A chef is enlisted to help a young girl win a culinary competition.
Correr para Vivir,"Two Tarahumara brothers, talented runners, take divergent paths: Homero pursues athletic greatness, while Capó gets entangled in organized crime, seeking a better life, as their fates drift apart due to contrasting choices."
Sana: Let Me Hear,"One summer vacation. Five men and women take supplementary classes. In this classroom, there is a student who is not supposed to be there."
Frka,"After messing up a job for the local drug dealer, Nika is presented with an ultimatum that takes her and her friends on a no-holds-barred race against time in a night that will test all of their limits."
In the Name of Blood,"In the working-class neighborhoods of Nice, a pillar of the local Georgian community is murdered. His son Tristan, who aspires to become an orthodox priest, finds himself alone with his grieving mother. Gabriel, his older brother with a troubled past, reappears and returns from a long exile to make amends by washing away his family's honor."
Blum - Gospodari svoje buducnosti,"After World War II, in the devastated, rural Bosnia and Herzegovina, entrepreneur Emerik Blum created a large and successful company ""Energoinvest"" that operated worldwide with billions of dollars in profit. Taking advantage of the specific position of Yugoslavia, which did not belong to either the Eastern or Western political blocs, the company - relying on socialism and capitalism - operated according to a unique business model based on worker participation in management and profit. Emerik Blum turned a small studio into a business giant by operating according to a self-management model in which all employed workers decide on all matters concerning their company. This film shows us the successful application of this, the most democratic model of management, which is still unknown to the general public."
Chimeegüi khotyn jolooch,"After 14 years in prison, Myagmar's only companions are the stray dogs he adopts. Hired as a hearse driver, he meets two people who will reshape his life: a young Buddhist monk and Saruul, the beautiful daughter of a blind coffin maker."
The Swallow,"In a small house, on the Irish coast, a woman writes a letter to an unknown correspondent. She ponders the evanescence of memory and art. Her home brims with traces of life-faded photographs, scattered artworks, some unfinished."
Hükümet Bey,"It tells the story of Government Bey, whom she met in Urfa, where director Mehmet went to shoot the horror movie she had dreamed of"
Screams Before Silence,"The documentary interviews survivors, first responders about the 2023 Hamas attack in Israel, highlighting reported sexual violence cases during the incident, presenting factual accounts without opinions."
Blood'less' Revolution,"In 1974, a group of men lost their lives in what is still called today the Bloodless Revolution of Portugal."
Lázaro at Night,"Three actors in a love triangle grapple with the blurred lines between their roles and real desires, provoking a thoughtful exploration of authenticity and performance."
"Pwede G, pwede B","Basil, a 30-year-old womanizer, has his life turned upside down when he wakes up from a night of drunken sex with his straight best friend, Theo, who is about to be married. Suddenly, every time he tries to hook up with a woman, a man magically appears to have sex with him instead."
Crocodile Tears,An overbearing mother who lives with her son in a secluded crocodile farm spirals out of control when her son sees the outside world and falls for a girl for the first time.
Let Them Be Naked,"Let Them Be Naked is an audacious exploration into the presence of toxic and often harmful chemicals in the fabrics and materials used in our everyday clothing. Since his mother's death from breast cancer, designer and activist Jeff Garner has spearheaded a campaign to uncover the health implications of exposure to these chemicals and the urgent need for more ethical production of garments. His advocacy has created relationships with research organizations and innovators across the globe, all leading the conversation surrounding unregulated toxins in the fashion industry. By partnering with these passionate revolutionaries, Jeff re imagines the development and production of everyday garments to inspire a new era of conscious and responsible fashion that prioritizes the health and well-being of people and the planet."
Nyctophobia,Twin sisters Rose and Azalea and their friend Brooks find themselves trapped in a supernatural blackout in which monsters are real. Their only hope for survival comes from the light of their cellphone.
Mr. Sandman,"Did you ever fall asleep watching television in the living room as a child? You wake up and you were alone. You then had a long terrifying journey back to your bedroom. Going room to room, turning lights on and off as you go as to not be consumed by the dark. Hearing noises, seeing shadows. It's only your imagination... right? What if it wasn't? What if there truly is something terrifying, lurking in the dark, waiting to come and get you."
Cortina Express,"Lucio is trying to stop his nephew's (Andrea) marriage with Patrizia's daughter, also Patrizia is trying to sell her indebted record label to Dino. The story is set in Cortina where Dino' daughter (Giorgia) falls in love with Gennaro"
Hood Riches,"As the Matriarch of her family Tippy Winston is the most powerful piece in the game! With the help of her sons, she's made a plan to reform the hood and make everyone rich, but the plan is threatened when her shady past resurfaces."
El salto,"Ibrahim has a home, partner, Mariama, and work in Madrid. Suddenly he reckons the only way back is to jump the fence from Morocco into Spanish protectorate Melilla, a challenging physical feat"
"Aire, Just Breathe","In a nearby future a conservation biologist battles extinction with the help of an A.I., but after the arrival of an enigmatic traveler with a hidden past, the tension in this ménage à trois will be as toxic as the world they live in."
Abracadaver,Three magician brothers reunite to pull off an impossible heist: stealing a priceless twin mummy from a heavily guarded location to preserve their family's legacy in the circus world.
Rock,"Faced with his past, Rock must try to break free from the expectations the streets have for him in order to begin a new life with the woman he loves."
Keep Breathing,"Two women, victims of the same rapist (now dead), begin to suspect another monster might be in their midst."
Seksi: Pantasya at pelikula,Vivamax and Probe Archives present a documentary on the rise and fall and recent return of sexy movies in Philippine cinema. Featuring interviews from the sexy movie icons of the past and the rising sexy stars of the present.
Night Shoot,"A college documentary project goes awry when a group of film students stumble on a strange, wooded homeless community, and slowly discover they're being watched..."
Baka doon sa buwan,An eight-year-old half-Filipina and half-African American living with her mentally unstable mother grows up believing that her father has been absent from their lives because he is on the moon.
Warrior Awang and Master Tok Gajah,"In the late 19th century, a highly skilled Malay swordsman fights to protect two politicians with pivotal roles in the struggle against colonial rule."
XXI A sport named solutions,"Praised since its inception for its supposed intrinsic values, sport remains confined in people's minds to an object of well-being, pleasure, and entertainment. Yet, its impact can be much more ambitious. The documentary XXI immerses us in the lives of men and women who, around the world, have reinvented sports activities to serve the cause of living together. Five countries with different colors, cultures, and landscapes. 70 minutes to experience vibrant stories and share tales that will inspire future generations."
The Moment: Part 1 - The Party,"A shy teenage girl heads to a house party-but you decide what happens next. In this interactive A24-style drama, one night, one pill, and one choice could change everything."
Sentinelese,"Sentinelese boy adrift, rescued by Burmese slave on Thai poaching vessel stranded near North Sentinel Island. Poachers trapped, Indian coast guard approaching as tribe threatens. Time running out to escape territorial waters."
Little Brownie Kuzya,"The brownie escapes from the captivity of Baba Yaga in her magical world, and ends up in the apartment of the girl Natasha and her parents. Kuzya needs to find his magic chest that grants wishes. Both Natasha and the local grumpy brownie Nafanya help him in this. It turns out that Kuzya himself gave the chest to Andrey, Natasha's dad, many years ago. It would seem that the goal is already close, but in search of both Kuzya and the chest, Baba Yaga entered our world, and she has her own insidious plans."
Mannequin,"On their way to a shady but well-paid photo shoot, a group of models run into car troubles, and they make it through the woods on foot - until they arrive at a farm, cultivating the oddest sort of crops - mannequins."
Carissa,A young woman who dreams of leaving small village life to live in the city breaks away from her grandmother's home only to be drawn into the care of her grandfather's mountain rooibos plantation.
The Jester from Transylvania,"Michael, picks up an Englishman in the middle of a Transylvanian forest. The ghost of a former jester, places him in some unimaginable situations. Despite being a believer in non-violence, Michael is forced to become a serial killer."
Chaplin: Spirit of the Tramp,"An intimate look at Charlie Chaplin's life, delving into his family ties and Romani heritage that inspired his iconic Tramp character."
Father May I 2,"Recovering from trauma, a woman plans a family trip, but dark secrets surface. Facing inner demons, they must decide to forgive or be torn apart by the fallout of keeping secrets."
The Forest Within,"The reclusive biology student's apartment is filled with aquariums, terrariums, and cages. His love for animals connects him with Alice, a radical environmental activist, whom he eventually falls in love with. When Jan slips into a schizophrenic crisis, a heady whirlwind of love and delusion ensues, culminating in a decision for a new life."
Game of Death: The Six Doors to Hell,"Set in a bleak future in which the world suffocates under the iron fist of a tyrannical regime. Driven by unyielding determination, Ken Shiro sets out on a perilous mission to find the gate to Hell and save his daughter from the Inferno."
Zero Se Restart,Heartwarming documentary about the lengths filmmakers went to in order to produce and shoot the critically acclaimed film 12th Fail (2023). A gentle and light-hearted tale of perseverance in the face of repeated setbacks.
Rocky Road to Berlin,"A feature-length film based on the story ""Me, a Pobeda and Berlin"" by the legendary Ukrainian musician Kuzma Scryabin."
I symmoria tis symforas,"Two small-time crooks try to get rich by ""hitting"" a mafia boss's money shipment, but their plan takes an unimaginable turn that leads them to an untenable dead end."
Genis Aile 4: Cevahir & Ulvi,"Ulvi and Cevahir, after a period of separation, reunite due to Ulvi's involvement in a murder case. Cevahir investigates to discovers who has been killing the people in village and framing Ulvi, who is bad at butchering."
Abel,Soviet Union is no more and when Kazakhstan's social foundation is collapsing the sheep herder Abel gasps for air as corruption threatens to destroy his farm
On the Water Surface,"Deniz returns to her hometown to attend her widowed mother's wedding. The anger, fear, and guilt she thought she'd left behind, resurface during the visit."
Paradijs,"On the day his girlfriend leaves their baby with him, Noah (16) is thrown into adulthood too soon. Full in denial, he gets on his motorbike to bring their son back. But driving away to get loose gradually becomes a journey to connection."
Gawaza Toxic,"When young Karim tells his parents about his new found love, they set for a trip to meet her parents in Hurghada where his love will be tested."
Bad Things,Who is infected? Who is the AI killer among them? A group of stranded teenagers must discover the meaning of being human in order to save the world and be back home in time for tea.
We Forgot to Break Up,A band of misfits ditches their small town to chase their dreams as indie rock gods in the big city.
Jinn Chapter 1,"Farhan confronts a terrifying battle against a malevolent Jinn and his own schizophrenia in a desperate bid to save his wife, Nida."
Excalibur,"Stefano Ghisolfi collaborates with top climbers to tackle Excalibur, a challenging 40° wall near his Trentino home. After two years, he completes the first ascent of Italy's hardest route."
Cedric & Alysia,"Following his return to a homeland ravaged by war, Cedric Vale offers his services as Knight-Protector to the Baron of Pres, only to learn shortly after that the Baron has married the woman he loves, Lady Alysia."
Thookudurai,"In the 18th Century, Tributary Monarch Nirpathunga Varman's diadem becomes the centerpiece of an annual carnival. In 1996, a forbidden love affair leads to tragedy, revenge, and a cursed spirit. Two decades later, the carnival's .."
Mind Wave,"As a global ban looms over a popular Chinese app, a framed expatriate cyber expert races to clear his name and expose a conspiracy threatening democracy worldwide."
Ain't No Back to a Merry-Go-Round,"Radical Black students, left white suburbanites, and a carousel: an untold story of the early civil rights movement."
Kahan Shuru Kahan Khatam,"A commitment-phobic woman refuses to marry the man her parents have chosen for her. Chaos ensues as she tries to escape the wedding while the groom and his family chase her down, leading to a hilarious and cringe-worthy comedy of errors."
Guna guna istri muda,A young wife attempt to destroy a family using witchcraft.
The Remnant,"A former triad boss starts a new life in a poor neighbourhood. When shady property developers harass powerless residents to evict them, he decides to stand up for them."
Avaidh,"The story is based on the background of the arms artisans of Munger, which revolves around a character named Daya. A fictional character. Daya lives in a fictional village Called Barhad in Munger."
Fortune Feimster: Crushing It,"Feimster humorously recounts her marital experiences, personal growth, and the comedic aspects of daily life, offering a relatable and entertaining perspective."
Greenwood Rising: The Rise of Black Wall Street,"The life of O.W. Gurley, a trailblazing Black entrepreneur, and his unwavering spirit that built Greenwood District into the thriving economic hub known as Black Wall Street, overcoming adversity in 1920s Tulsa, Oklahoma."
The Collaborator,"When a teenage boy's best friend disappears during the army's occupation of Kashmir in 1993, he will do anything to find him, even if it means sacrificing himself."
